"Notes"	"Residence County"	"Residence County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Fairbanks North Star Borough, AK"	"02090"	"Mar., 2022 (provisional)"	"2022/03"	38	Not Applicable	Not Applicable
	"Juneau Borough, AK"	"02110"	"Jan., 2022 (provisional)"	"2022/01"	22	Not Applicable	Not Applicable
	"Juneau Borough, AK"	"02110"	"Feb., 2022 (provisional)"	"2022/02"	19	Not Applicable	Not Applicable
	"Juneau Borough, AK"	"02110"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"Jan., 2022 (provisional)"	"2022/01"	52	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"Feb., 2022 (provisional)"	"2022/02"	44	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"Mar., 2022 (provisional)"	"2022/03"	34	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Ketchikan Gateway Borough, AK"	"02130"	"Jan., 2022 (provisional)"	"2022/01"	16	Not Applicable	Not Applicable
	"Kodiak Island Borough, AK"	"02150"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Kodiak Island Borough, AK"	"02150"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"Jan., 2022 (provisional)"	"2022/01"	69	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"Feb., 2022 (provisional)"	"2022/02"	64	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Northwest Arctic Borough, AK"	"02188"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Northwest Arctic Borough, AK"	"02188"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"Jan., 2022 (provisional)"	"2022/01"	95	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"Feb., 2022 (provisional)"	"2022/02"	96	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"Mar., 2022 (provisional)"	"2022/03"	79	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"Apr., 2022 (provisional and partial)"	"2022/04"	26	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Jan., 2022 (provisional)"	"2022/01"	202	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Feb., 2022 (provisional)"	"2022/02"	155	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Mar., 2022 (provisional)"	"2022/03"	131	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Apr., 2022 (provisional and partial)"	"2022/04"	60	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"Jan., 2022 (provisional)"	"2022/01"	117	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"Feb., 2022 (provisional)"	"2022/02"	85	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"Mar., 2022 (provisional)"	"2022/03"	86	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"Apr., 2022 (provisional and partial)"	"2022/04"	20	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Jan., 2022 (provisional)"	"2022/01"	92	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Feb., 2022 (provisional)"	"2022/02"	91	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Mar., 2022 (provisional)"	"2022/03"	95	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Apr., 2022 (provisional and partial)"	"2022/04"	34	Not Applicable	Not Applicable
	"Graham County, AZ"	"04009"	"Jan., 2022 (provisional)"	"2022/01"	36	Not Applicable	Not Applicable
	"Graham County, AZ"	"04009"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Graham County, AZ"	"04009"	"Mar., 2022 (provisional)"	"2022/03"	36	Not Applicable	Not Applicable
	"Graham County, AZ"	"04009"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Greenlee County, AZ"	"04011"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Greenlee County, AZ"	"04011"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Greenlee County, AZ"	"04011"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"La Paz County, AZ"	"04012"	"Jan., 2022 (provisional)"	"2022/01"	49	Not Applicable	Not Applicable
	"La Paz County, AZ"	"04012"	"Feb., 2022 (provisional)"	"2022/02"	32	Not Applicable	Not Applicable
	"La Paz County, AZ"	"04012"	"Mar., 2022 (provisional)"	"2022/03"	33	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jan., 2022 (provisional)"	"2022/01"	4548	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Feb., 2022 (provisional)"	"2022/02"	3590	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Mar., 2022 (provisional)"	"2022/03"	3156	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Apr., 2022 (provisional and partial)"	"2022/04"	1116	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jan., 2022 (provisional)"	"2022/01"	443	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Feb., 2022 (provisional)"	"2022/02"	392	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Mar., 2022 (provisional)"	"2022/03"	307	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Apr., 2022 (provisional and partial)"	"2022/04"	107	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Jan., 2022 (provisional)"	"2022/01"	198	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Feb., 2022 (provisional)"	"2022/02"	145	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Mar., 2022 (provisional)"	"2022/03"	138	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Apr., 2022 (provisional and partial)"	"2022/04"	55	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jan., 2022 (provisional)"	"2022/01"	1285	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Feb., 2022 (provisional)"	"2022/02"	1068	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Mar., 2022 (provisional)"	"2022/03"	968	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Apr., 2022 (provisional and partial)"	"2022/04"	344	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Jan., 2022 (provisional)"	"2022/01"	535	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Feb., 2022 (provisional)"	"2022/02"	403	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Mar., 2022 (provisional)"	"2022/03"	371	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Apr., 2022 (provisional and partial)"	"2022/04"	114	Not Applicable	Not Applicable
	"Santa Cruz County, AZ"	"04023"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Santa Cruz County, AZ"	"04023"	"Feb., 2022 (provisional)"	"2022/02"	35	Not Applicable	Not Applicable
	"Santa Cruz County, AZ"	"04023"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Santa Cruz County, AZ"	"04023"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Jan., 2022 (provisional)"	"2022/01"	441	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Feb., 2022 (provisional)"	"2022/02"	314	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Mar., 2022 (provisional)"	"2022/03"	298	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Apr., 2022 (provisional and partial)"	"2022/04"	99	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Jan., 2022 (provisional)"	"2022/01"	232	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Feb., 2022 (provisional)"	"2022/02"	185	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Mar., 2022 (provisional)"	"2022/03"	175	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Apr., 2022 (provisional and partial)"	"2022/04"	54	Not Applicable	Not Applicable
	"Arkansas County, AR"	"05001"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Arkansas County, AR"	"05001"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Arkansas County, AR"	"05001"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Ashley County, AR"	"05003"	"Jan., 2022 (provisional)"	"2022/01"	32	Not Applicable	Not Applicable
	"Ashley County, AR"	"05003"	"Feb., 2022 (provisional)"	"2022/02"	37	Not Applicable	Not Applicable
	"Ashley County, AR"	"05003"	"Mar., 2022 (provisional)"	"2022/03"	31	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Jan., 2022 (provisional)"	"2022/01"	101	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Feb., 2022 (provisional)"	"2022/02"	85	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Mar., 2022 (provisional)"	"2022/03"	59	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Apr., 2022 (provisional and partial)"	"2022/04"	26	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Jan., 2022 (provisional)"	"2022/01"	231	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Feb., 2022 (provisional)"	"2022/02"	217	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Mar., 2022 (provisional)"	"2022/03"	198	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Apr., 2022 (provisional and partial)"	"2022/04"	64	Not Applicable	Not Applicable
	"Boone County, AR"	"05009"	"Jan., 2022 (provisional)"	"2022/01"	50	Not Applicable	Not Applicable
	"Boone County, AR"	"05009"	"Feb., 2022 (provisional)"	"2022/02"	44	Not Applicable	Not Applicable
	"Boone County, AR"	"05009"	"Mar., 2022 (provisional)"	"2022/03"	42	Not Applicable	Not Applicable
	"Boone County, AR"	"05009"	"Apr., 2022 (provisional and partial)"	"2022/04"	25	Not Applicable	Not Applicable
	"Bradley County, AR"	"05011"	"Jan., 2022 (provisional)"	"2022/01"	14	Not Applicable	Not Applicable
	"Bradley County, AR"	"05011"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Bradley County, AR"	"05011"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"Calhoun County, AR"	"05013"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Carroll County, AR"	"05015"	"Jan., 2022 (provisional)"	"2022/01"	46	Not Applicable	Not Applicable
	"Carroll County, AR"	"05015"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Carroll County, AR"	"05015"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Chicot County, AR"	"05017"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Chicot County, AR"	"05017"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Chicot County, AR"	"05017"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Clark County, AR"	"05019"	"Jan., 2022 (provisional)"	"2022/01"	32	Not Applicable	Not Applicable
	"Clark County, AR"	"05019"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Clark County, AR"	"05019"	"Mar., 2022 (provisional)"	"2022/03"	26	Not Applicable	Not Applicable
	"Clark County, AR"	"05019"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Clay County, AR"	"05021"	"Jan., 2022 (provisional)"	"2022/01"	22	Not Applicable	Not Applicable
	"Clay County, AR"	"05021"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Clay County, AR"	"05021"	"Mar., 2022 (provisional)"	"2022/03"	13	Not Applicable	Not Applicable
	"Cleburne County, AR"	"05023"	"Jan., 2022 (provisional)"	"2022/01"	32	Not Applicable	Not Applicable
	"Cleburne County, AR"	"05023"	"Feb., 2022 (provisional)"	"2022/02"	50	Not Applicable	Not Applicable
	"Cleburne County, AR"	"05023"	"Mar., 2022 (provisional)"	"2022/03"	45	Not Applicable	Not Applicable
	"Cleburne County, AR"	"05023"	"Apr., 2022 (provisional and partial)"	"2022/04"	17	Not Applicable	Not Applicable
	"Cleveland County, AR"	"05025"	"Jan., 2022 (provisional)"	"2022/01"	14	Not Applicable	Not Applicable
	"Cleveland County, AR"	"05025"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Columbia County, AR"	"05027"	"Jan., 2022 (provisional)"	"2022/01"	30	Not Applicable	Not Applicable
	"Columbia County, AR"	"05027"	"Feb., 2022 (provisional)"	"2022/02"	29	Not Applicable	Not Applicable
	"Columbia County, AR"	"05027"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Columbia County, AR"	"05027"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Conway County, AR"	"05029"	"Jan., 2022 (provisional)"	"2022/01"	29	Not Applicable	Not Applicable
	"Conway County, AR"	"05029"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Conway County, AR"	"05029"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Jan., 2022 (provisional)"	"2022/01"	113	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Feb., 2022 (provisional)"	"2022/02"	92	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Mar., 2022 (provisional)"	"2022/03"	96	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Apr., 2022 (provisional and partial)"	"2022/04"	34	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Jan., 2022 (provisional)"	"2022/01"	78	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Feb., 2022 (provisional)"	"2022/02"	75	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Mar., 2022 (provisional)"	"2022/03"	62	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Crittenden County, AR"	"05035"	"Jan., 2022 (provisional)"	"2022/01"	69	Not Applicable	Not Applicable
	"Crittenden County, AR"	"05035"	"Feb., 2022 (provisional)"	"2022/02"	59	Not Applicable	Not Applicable
	"Crittenden County, AR"	"05035"	"Mar., 2022 (provisional)"	"2022/03"	44	Not Applicable	Not Applicable
	"Crittenden County, AR"	"05035"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Cross County, AR"	"05037"	"Jan., 2022 (provisional)"	"2022/01"	23	Not Applicable	Not Applicable
	"Cross County, AR"	"05037"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Cross County, AR"	"05037"	"Mar., 2022 (provisional)"	"2022/03"	25	Not Applicable	Not Applicable
	"Dallas County, AR"	"05039"	"Jan., 2022 (provisional)"	"2022/01"	14	Not Applicable	Not Applicable
	"Desha County, AR"	"05041"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Desha County, AR"	"05041"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Desha County, AR"	"05041"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Drew County, AR"	"05043"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Drew County, AR"	"05043"	"Feb., 2022 (provisional)"	"2022/02"	20	Not Applicable	Not Applicable
	"Drew County, AR"	"05043"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Jan., 2022 (provisional)"	"2022/01"	130	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Feb., 2022 (provisional)"	"2022/02"	127	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Mar., 2022 (provisional)"	"2022/03"	111	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Apr., 2022 (provisional and partial)"	"2022/04"	41	Not Applicable	Not Applicable
	"Franklin County, AR"	"05047"	"Jan., 2022 (provisional)"	"2022/01"	25	Not Applicable	Not Applicable
	"Franklin County, AR"	"05047"	"Feb., 2022 (provisional)"	"2022/02"	21	Not Applicable	Not Applicable
	"Franklin County, AR"	"05047"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Fulton County, AR"	"05049"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
	"Fulton County, AR"	"05049"	"Feb., 2022 (provisional)"	"2022/02"	21	Not Applicable	Not Applicable
	"Fulton County, AR"	"05049"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Jan., 2022 (provisional)"	"2022/01"	155	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Feb., 2022 (provisional)"	"2022/02"	186	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Mar., 2022 (provisional)"	"2022/03"	139	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Apr., 2022 (provisional and partial)"	"2022/04"	58	Not Applicable	Not Applicable
	"Grant County, AR"	"05053"	"Jan., 2022 (provisional)"	"2022/01"	25	Not Applicable	Not Applicable
	"Grant County, AR"	"05053"	"Feb., 2022 (provisional)"	"2022/02"	23	Not Applicable	Not Applicable
	"Grant County, AR"	"05053"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Greene County, AR"	"05055"	"Jan., 2022 (provisional)"	"2022/01"	52	Not Applicable	Not Applicable
	"Greene County, AR"	"05055"	"Feb., 2022 (provisional)"	"2022/02"	62	Not Applicable	Not Applicable
	"Greene County, AR"	"05055"	"Mar., 2022 (provisional)"	"2022/03"	54	Not Applicable	Not Applicable
	"Greene County, AR"	"05055"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Hempstead County, AR"	"05057"	"Jan., 2022 (provisional)"	"2022/01"	22	Not Applicable	Not Applicable
	"Hempstead County, AR"	"05057"	"Feb., 2022 (provisional)"	"2022/02"	29	Not Applicable	Not Applicable
	"Hempstead County, AR"	"05057"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Hot Spring County, AR"	"05059"	"Jan., 2022 (provisional)"	"2022/01"	46	Not Applicable	Not Applicable
	"Hot Spring County, AR"	"05059"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
	"Hot Spring County, AR"	"05059"	"Mar., 2022 (provisional)"	"2022/03"	41	Not Applicable	Not Applicable
	"Hot Spring County, AR"	"05059"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Howard County, AR"	"05061"	"Jan., 2022 (provisional)"	"2022/01"	25	Not Applicable	Not Applicable
	"Howard County, AR"	"05061"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Howard County, AR"	"05061"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Independence County, AR"	"05063"	"Jan., 2022 (provisional)"	"2022/01"	60	Not Applicable	Not Applicable
	"Independence County, AR"	"05063"	"Feb., 2022 (provisional)"	"2022/02"	54	Not Applicable	Not Applicable
	"Independence County, AR"	"05063"	"Mar., 2022 (provisional)"	"2022/03"	51	Not Applicable	Not Applicable
	"Independence County, AR"	"05063"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Izard County, AR"	"05065"	"Jan., 2022 (provisional)"	"2022/01"	24	Not Applicable	Not Applicable
	"Izard County, AR"	"05065"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Izard County, AR"	"05065"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Jackson County, AR"	"05067"	"Jan., 2022 (provisional)"	"2022/01"	43	Not Applicable	Not Applicable
	"Jackson County, AR"	"05067"	"Feb., 2022 (provisional)"	"2022/02"	23	Not Applicable	Not Applicable
	"Jackson County, AR"	"05067"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Jefferson County, AR"	"05069"	"Jan., 2022 (provisional)"	"2022/01"	90	Not Applicable	Not Applicable
	"Jefferson County, AR"	"05069"	"Feb., 2022 (provisional)"	"2022/02"	89	Not Applicable	Not Applicable
	"Jefferson County, AR"	"05069"	"Mar., 2022 (provisional)"	"2022/03"	87	Not Applicable	Not Applicable
	"Jefferson County, AR"	"05069"	"Apr., 2022 (provisional and partial)"	"2022/04"	27	Not Applicable	Not Applicable
